site,country,title,price_usd,review_count,seller_badge,search_position,monthly_sold_count,is_bestseller,bestseller_rank,validity,usage_validity,activation_validity,network_type,network_generation,carrier_support_local,data_amount,product_url,asin,site_product_id,seller,brand,evidence
amazon_us,vn,Happy 5G eSim Vietnam 30Days Unlimited Data Travel eSim | 15GB of 5G High-Speed Data Then 256kbps | Support iPhone & Android Devices | Easy Activation | No Need Registration,17.99,23,,,,True,336,30일,30일,180일,local,5g_capable,"{""viettel"": null, ""vinaphone"": null, ""mobifone"": null, ""vietnamobile"": null}",unlimited,https://www.amazon.com/eSim-Vietnam-30Days-15GB-Registration/dp/B0DHVQPGL3,B0DHVQPGL3,B0DHVQPGL3,HAPPY SIM,Visit the HAPPY TELECOM Store,"{""price_usd"": [""$17.99""], ""usage_validity"": [""Happy 5G eSim Vietnam 30Days Unlimited Data Travel eSim | 15GB of 5G High-Speed Data Then 256kbps | Support iPhone & Android Devices | Easy Activation | No Need Registration""], ""activation_validity"": [""KiwiSIM USA Data SIM Card 12GB 180 Days, 4G LTE SIM Card Support for AT&T, T-Mobile and Verizon, Nano Card for Unlocked Cellular Security Cameras/Router/Hotspot WiFi/Trail Camera (""], ""data_amount"": [""▶ Scan QR Code, no registration is required- unlimited data service, no calls/texts- after the usage reaches 15GB, service continues at a throttled speed of 256kbps- the service 30""], ""network_type"": [""▶ After installing eSIM, please ensure your original local SIM is OFF or disconnected, to avoid causing high roaming charges. Access Google, Facebook, Instagram, Youtube, Twitter &"", ""score: local=3, roaming=0""], ""network_generation"": [""product_info_cellular_5g: source:product_info_cellular: Cellular Technology 5G"", ""product_info_cellular_5g: source:product_info_cellular: Cellular Technology 5G""], ""review_count"": [""detail_page: 23 global ratings""], ""is_bestseller"": [""Best Sellers Rank #147,977 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #336 in Cell Phone SIM Cards""], ""bestseller_rank"": [""Best Sellers Rank #147,977 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #336 in Cell Phone SIM Cards""], ""title"": [""Happy 5G eSim Vietnam 30Days Unlimited Data Travel eSim | 15GB of 5G High-Speed Data Then 256kbps | Support iPhone & Android Devices | Easy Activation | No Need Registration""]}"
amazon_us,vn,"Aisa eSIM 30Days 20GB | Instant Email Delivery | 11 Countries Including Japan, South Korea, China, Thailand, and Singapore | 5G, 4G/LTE | Prepaid eSIM for Aisa Travel | Hotspot Supported | Data ONLY",49.0,22,,,,True,108,30일,30일,,local,lte_4g_only,"{""viettel"": null, ""vinaphone"": null, ""mobifone"": null, ""vietnamobile"": null}",20GB,https://www.amazon.com/30Days-20GB-Countries-Including-Singapore/dp/B0FXBBRW3S,B0FXBBRW3S,B0FXBBRW3S,Starway Mobile,Brand: Starway,"{""price_usd"": [""$49""], ""usage_validity"": [""Aisa eSIM 30Days 20GB | Instant Email Delivery | 11 Countries Including Japan, South Korea, China, Thailand, and Singapore | 5G, 4G/LTE | Prepaid eSIM for Aisa Travel | Hotspot Sup""], ""data_amount"": [""Aisa 20GB 30-Day eSIM: Enjoy 20GB of high-speed 4G/5G data for 30 days! After using the 20GB high-speed data, continue browsing with unlimited data at 256Kbps. Hotspot sharing is s""], ""network_type"": [""Instant Aisa eSIM: 20GB in 30 Days Get your eSIM instantly via email - Instant Access - Forget Shipping Delays! Visit our website (https://mcrmgr.umacaroon.com/starway), enter your"", ""score: local=3, roaming=1""], ""network_generation"": [""product_info_cellular_4g_lte: source:product_info_cellular: Cellular Technology LTE"", ""product_info_cellular_4g_lte: source:product_info_cellular: Cellular Technology LTE""], ""review_count"": [""detail_page: 22 global ratings""], ""is_bestseller"": [""Best Sellers Rank #46,617 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #108 in Cell Phone SIM Cards""], ""bestseller_rank"": [""Best Sellers Rank #46,617 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #108 in Cell Phone SIM Cards""], ""title"": [""Aisa eSIM 30Days 20GB | Instant Email Delivery | 11 Countries Including Japan, South Korea, China, Thailand, and Singapore | 5G, 4G/LTE | Prepaid eSIM for Aisa Travel | Hotspot Supported | Data ONLY""]}"
amazon_us,vn,Happy 5G eSim Vietnam 15Days Unlimited Data Travel eSim | 8GB of 5G High-Speed Data Then 256kbps | Support iPhone & Android Devices | Easy Activation | No Need Registration,11.99,23,,,,True,336,15일,15일,180일,unknown,5g_capable,"{""viettel"": null, ""vinaphone"": null, ""mobifone"": null, ""vietnamobile"": null}",unlimited,https://www.amazon.com/eSim-Vietnam-15Days-8GB-Registration/dp/B0DHVSNM6P,B0DHVSNM6P,B0DHVSNM6P,HAPPY SIM,Visit the HAPPY TELECOM Store,"{""price_usd"": [""$11.99""], ""usage_validity"": [""Happy 5G eSim Vietnam 15Days Unlimited Data Travel eSim | 8GB of 5G High-Speed Data Then 256kbps | Support iPhone & Android Devices | Easy Activation | No Need Registration""], ""activation_validity"": [""KiwiSIM USA Data SIM Card 12GB 180 Days, 4G LTE SIM Card Support for AT&T, T-Mobile and Verizon, Nano Card for Unlocked Cellular Security Cameras/Router/Hotspot WiFi/Trail Camera (""], ""data_amount"": [""▶ Scan QR Code, no registration is required- unlimited data service, no calls/texts- after the usage reaches 8GB, service continues at a throttled speed of 256kbps- the service 15 ""], ""network_type"": [""local_signal: ▶ After installing eSIM, please ensure your original local SIM is OFF or disconnected, to avoid causing high roaming charges. Access Google, Facebook, Instagram, Youtube, Twitter &"", ""roaming_signal: ▶ After installing eSIM, please ensure your original local SIM is OFF or disconnected, to avoid causing high roaming charges. Access Google, Facebook, Instagram, Youtube, Twitter &"", ""insufficient_or_conflicting_signals(local=3, roaming=2)""], ""network_generation"": [""product_info_cellular_5g: source:product_info_cellular: Cellular Technology 5G"", ""product_info_cellular_5g: source:product_info_cellular: Cellular Technology 5G""], ""review_count"": [""detail_page: 23 global ratings""], ""is_bestseller"": [""Best Sellers Rank #147,977 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #336 in Cell Phone SIM Cards""], ""bestseller_rank"": [""Best Sellers Rank #147,977 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #336 in Cell Phone SIM Cards""], ""title"": [""Happy 5G eSim Vietnam 15Days Unlimited Data Travel eSim | 8GB of 5G High-Speed Data Then 256kbps | Support iPhone & Android Devices | Easy Activation | No Need Registration""]}"
amazon_us,vn,"Aisa eSIM 20Days 15GB | Instant Email Delivery | 11 Countries Including Japan, South Korea, China, Thailand, and Singapore | 5G, 4G/LTE | Prepaid eSIM for Aisa Travel | Hotspot Supported | Data ONLY",24.35,22,,,,True,108,20일,20일,180일,local,lte_4g_only,"{""viettel"": null, ""vinaphone"": null, ""mobifone"": null, ""vietnamobile"": null}",15GB,https://www.amazon.com/20Days-15GB-Countries-Including-Singapore/dp/B0FXB3V38J,B0FXB3V38J,B0FXB3V38J,Starway Mobile,Brand: Starway,"{""price_usd"": [""$24.35""], ""usage_validity"": [""Aisa eSIM 20Days 15GB | Instant Email Delivery | 11 Countries Including Japan, South Korea, China, Thailand, and Singapore | 5G, 4G/LTE | Prepaid eSIM for Aisa Travel | Hotspot Sup""], ""activation_validity"": [""KiwiSIM USA Data SIM Card 12GB 180 Days, 4G LTE SIM Card Support for AT&T, T-Mobile and Verizon, Nano Card for Unlocked Cellular Security Cameras/Router/Hotspot WiFi/Trail Camera (""], ""data_amount"": [""Aisa 15GB 20-Day eSIM: Enjoy 15GB of high-speed 4G/5G data for 20 days! After using the 15GB high-speed data, continue browsing with unlimited data at 256Kbps. Hotspot sharing is s""], ""network_type"": [""Instant Aisa eSIM: 15GB in 20 Days Get your eSIM instantly via email - Instant Access - Forget Shipping Delays! Visit our website (https://mcrmgr.umacaroon.com/starway), enter your"", ""score: local=3, roaming=1""], ""network_generation"": [""product_info_cellular_4g_lte: source:product_info_cellular: Cellular Technology LTE"", ""product_info_cellular_4g_lte: source:product_info_cellular: Cellular Technology LTE""], ""review_count"": [""detail_page: 22 global ratings""], ""is_bestseller"": [""Best Sellers Rank #46,617 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #108 in Cell Phone SIM Cards""], ""bestseller_rank"": [""Best Sellers Rank #46,617 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #108 in Cell Phone SIM Cards""], ""title"": [""Aisa eSIM 20Days 15GB | Instant Email Delivery | 11 Countries Including Japan, South Korea, China, Thailand, and Singapore | 5G, 4G/LTE | Prepaid eSIM for Aisa Travel | Hotspot Supported | Data ONLY""]}"
amazon_us,vn,"Travel Data eSIM (20 Days) for China Mainland, Japan, Korea, Thailand, Hong Kong, Taiwan, Singapore, Vietnam and More, 20GB of High-Speed Data, Instant Activation, Prepaid Digital SIM Card",30.39,15,,,,True,317,20일,20일,30일,unknown,5g_capable,"{""viettel"": null, ""vinaphone"": null, ""mobifone"": null, ""vietnamobile"": null}",20GB,https://www.amazon.com/20-Days-Singapore-High-Speed-Activation/dp/B0G4XSR5G8,B0G4XSR5G8,B0G4XSR5G8,Jethro Trading Ltd.,Visit the JETSIM Store,"{""price_usd"": [""$30.39""], ""usage_validity"": [""Travel Data eSIM (20 Days) for China Mainland, Japan, Korea, Thailand, Hong Kong, Taiwan, Singapore, Vietnam and More, 20GB of High-Speed Data, Instant Activation, Prepaid Digital ""], ""activation_validity"": [""Product description Can I use my eSIM immediately after purchase? Yes. Simply submit the claim form, and we will deliver your eSIM to your email right away. Do I need to activate m""], ""data_amount"": [""[Fast & Reliable Data] 20GB high-speed for 20 days—ideal for maps, social media, and emails.""], ""network_type"": [""roaming_signal: Product description Can I use my eSIM immediately after purchase? Yes. Simply submit the claim form, and we will deliver your eSIM to your email right away. Do I need to activate m"", ""insufficient_or_conflicting_signals(local=0, roaming=1)""], ""network_generation"": [""product_info_cellular_5g: source:product_info_cellular: Cellular Technology 5G/4G"", ""product_info_cellular_5g: source:product_info_cellular: Cellular Technology 5G/4G""], ""review_count"": [""detail_page: 15 global ratings""], ""is_bestseller"": [""Best Sellers Rank #141,351 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #317 in Cell Phone SIM Cards""], ""bestseller_rank"": [""Best Sellers Rank #141,351 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #317 in Cell Phone SIM Cards""], ""title"": [""Travel Data eSIM (20 Days) for China Mainland, Japan, Korea, Thailand, Hong Kong, Taiwan, Singapore, Vietnam and More, 20GB of High-Speed Data, Instant Activation, Prepaid Digital SIM Card""]}"
amazon_us,vn,"Travel Data eSIM (30 Days) for China Mainland, Japan, Korea, Thailand, Hong Kong, Taiwan, Singapore, Vietnam and More, 30GB of High-Speed Data, Instant Activation, Prepaid Digital SIM Card",37.99,15,,,,True,317,30일,30일,30일,unknown,5g_capable,"{""viettel"": null, ""vinaphone"": null, ""mobifone"": null, ""vietnamobile"": null}",30GB,https://www.amazon.com/30-Days-Singapore-High-Speed-Activation/dp/B0DFVQQ3PV,B0DFVQQ3PV,B0DFVQQ3PV,Jethro Trading Ltd.,Visit the JETSIM Store,"{""price_usd"": [""$37.99""], ""usage_validity"": [""Travel Data eSIM (30 Days) for China Mainland, Japan, Korea, Thailand, Hong Kong, Taiwan, Singapore, Vietnam and More, 30GB of High-Speed Data, Instant Activation, Prepaid Digital ""], ""activation_validity"": [""Product description Can I use my eSIM immediately after purchase? Yes. Simply submit the claim form, and we will deliver your eSIM to your email right away. Do I need to activate m""], ""data_amount"": [""[Fast & Reliable Data] 30GB high-speed for 30 days—ideal for maps, social media, and emails.""], ""network_type"": [""roaming_signal: Product description Can I use my eSIM immediately after purchase? Yes. Simply submit the claim form, and we will deliver your eSIM to your email right away. Do I need to activate m"", ""insufficient_or_conflicting_signals(local=0, roaming=1)""], ""network_generation"": [""product_info_cellular_5g: source:product_info_cellular: Cellular Technology 5G/4G"", ""product_info_cellular_5g: source:product_info_cellular: Cellular Technology 5G/4G""], ""review_count"": [""detail_page: 15 global ratings""], ""is_bestseller"": [""Best Sellers Rank #141,351 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #317 in Cell Phone SIM Cards""], ""bestseller_rank"": [""Best Sellers Rank #141,351 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #317 in Cell Phone SIM Cards""], ""title"": [""Travel Data eSIM (30 Days) for China Mainland, Japan, Korea, Thailand, Hong Kong, Taiwan, Singapore, Vietnam and More, 30GB of High-Speed Data, Instant Activation, Prepaid Digital SIM Card""]}"
amazon_us,vn,Asia eSIM 10 Countries 15 Days 10GB Japan Compatible 5G/4G Data-Only Prepaid eSIM for Unlocked Devices QR Code Instant Delivery Easy Setup Travel SIM with Japanese Support Korea Taiwan China | DHA SIM,18.99,165,,,,True,179,15일,15일,,unknown,5g_capable,"{""viettel"": null, ""vinaphone"": true, ""mobifone"": null, ""vietnamobile"": null}",10GB,https://www.amazon.com/Countries-10GB-Compatible-SIM-DHA/dp/B0H1WCPD3N,B0H1WCPD3N,B0H1WCPD3N,DHA Corporation Co. Ltd,Visit the DHA SIM Store,"{""price_usd"": [""$18.99""], ""usage_validity"": [""Asia eSIM 10 Countries 15 Days 10GB Japan Compatible 5G/4G Data-Only Prepaid eSIM for Unlocked Devices QR Code Instant Delivery Easy Setup Travel SIM with Japanese Support Korea Ta""], ""data_amount"": [""【Coverage】10 Asian Countries Supported【Data Allowance】10GB""], ""network_type"": [""insufficient_or_conflicting_signals(local=0, roaming=-2)""], ""network_generation"": [""product_detail_5g: source:feature_bullets: 【Validity Period】15 Days【Network】Supports 5G / 4G LTE"", ""product_detail_5g: source:feature_bullets: 【Supported Network Carriers】Japan: KDDI 5G/4G、South Korea: LG U+ 5G/4G/3G、Taiwan: Chunghwa Telecom 5G/4G/3G、China: China Mobile 5G/4G/3G、Hong Kong: CMHK 4G/""], ""carrier_support_local"": [""VinaPhone: 【Supported Network Carriers】Japan: KDDI 5G/4G、South Korea: LG U+ 5G/4G/3G、Taiwan: Chunghwa Telecom 5G/4G/3G、China: China Mobile 5G/4G/3G、Hong Kong: CM""], ""review_count"": [""detail_page: 165 global ratings""], ""is_bestseller"": [""Best Sellers Rank #76,223 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #179 in Cell Phone SIM Cards""], ""bestseller_rank"": [""Best Sellers Rank #76,223 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #179 in Cell Phone SIM Cards""], ""title"": [""Asia eSIM 10 Countries 15 Days 10GB Japan Compatible 5G/4G Data-Only Prepaid eSIM for Unlocked Devices QR Code Instant Delivery Easy Setup Travel SIM with Japanese Support Korea Taiwan China | DHA SIM""]}"
amazon_us,vn,"Prepaid eSIM for Mainland China, Hong Kong, Macau, Taiwan | 15-Day Unlimited | Get QR Code Instantly | 4G LTE High-Speed Network | No VPN Required | Hotspot Allow| No-Contract for Unlocked Phones",28.49,59,,,,True,264,15일,15일,180일,unknown,lte_4g_only,"{""viettel"": null, ""vinaphone"": null, ""mobifone"": null, ""vietnamobile"": null}",unlimited,https://www.amazon.com/eSIM-15-Day-Unlimited-Get-No-Contract/dp/B0GTNVKN3X,B0GTNVKN3X,B0GTNVKN3X,STAR VENTURE,Visit the UROZETTA Store,"{""price_usd"": [""$28.49""], ""usage_validity"": [""Prepaid eSIM for Mainland China, Hong Kong, Macau, Taiwan | 15-Day Unlimited | Get QR Code Instantly | 4G LTE High-Speed Network | No VPN Required | Hotspot Allow| No-Contract for ""], ""activation_validity"": [""KiwiSIM USA Data SIM Card 12GB 180 Days, 4G LTE SIM Card Support for AT&T, T-Mobile and Verizon, Nano Card for Unlocked Cellular Security Cameras/Router/Hotspot WiFi/Trail Camera (""], ""data_amount"": [""15-Day Unlimited Prepaid eSIM: Enjoy a 15-Day unlimited data plan with 5GB of 5G/4G LTE high-speed coverage across Mainland China, Hong Kong, Macau, and Taiwan. Perfect for travele""], ""network_type"": [""insufficient_or_conflicting_signals(local=0, roaming=-2)""], ""network_generation"": [""product_info_cellular_4g_lte: source:product_info_cellular: Cellular Technology LTE"", ""product_info_cellular_4g_lte: source:product_info_cellular: Cellular Technology LTE""], ""review_count"": [""detail_page: 59""], ""is_bestseller"": [""Best Sellers Rank #115,936 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #264 in Cell Phone SIM Cards""], ""bestseller_rank"": [""Best Sellers Rank #115,936 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #264 in Cell Phone SIM Cards""], ""title"": [""Prepaid eSIM for Mainland China, Hong Kong, Macau, Taiwan | 15-Day Unlimited | Get QR Code Instantly | 4G LTE High-Speed Network | No VPN Required | Hotspot Allow| No-Contract for Unlocked Phones""]}"
amazon_us,vn,"Prepaid eSIM for Mainland China, Hong Kong, Macau, Taiwan | 7-Day Unlimited | Get QR Code Instantly | 4G LTE High-Speed Network | No VPN Required | Hotspot Allow| No-Contract for Unlocked Phones",39.98,18534,,,,True,222,7일,7일,180일,unknown,lte_4g_only,"{""viettel"": null, ""vinaphone"": null, ""mobifone"": null, ""vietnamobile"": null}",unlimited,https://www.amazon.com/eSIM-7-Day-Unlimited-Get-No-Contract/dp/B0GTNQ8358,B0GTNQ8358,B0GTNQ8358,Visit the UROZETTA Store,Visit the UROZETTA Store,"{""price_usd"": [""List Price: $39.98""], ""usage_validity"": [""Prepaid eSIM for Mainland China, Hong Kong, Macau, Taiwan | 7-Day Unlimited | Get QR Code Instantly | 4G LTE High-Speed Network | No VPN Required | Hotspot Allow| No-Contract for U""], ""activation_validity"": [""KiwiSIM USA Data SIM Card 12GB 180 Days, 4G LTE SIM Card Support for AT&T, T-Mobile and Verizon, Nano Card for Unlocked Cellular Security Cameras/Router/Hotspot WiFi/Trail Camera (""], ""data_amount"": [""7-Day Unlimited Prepaid eSIM: Enjoy a 7-Day unlimited data plan with 5GB of 5G/4G LTE high-speed coverage across Mainland China, Hong Kong, Macau, and Taiwan. Perfect for travelers""], ""network_type"": [""insufficient_or_conflicting_signals(local=0, roaming=-2)""], ""network_generation"": [""product_info_cellular_4g_lte: source:product_info_cellular: Cellular Technology LTE"", ""product_info_cellular_4g_lte: source:product_info_cellular: Cellular Technology LTE""], ""review_count"": [""detail_page: 18,534""], ""is_bestseller"": [""Best Sellers Rank #98,249 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #222 in Cell Phone SIM Cards""], ""bestseller_rank"": [""Best Sellers Rank #98,249 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #222 in Cell Phone SIM Cards""], ""title"": [""Prepaid eSIM for Mainland China, Hong Kong, Macau, Taiwan | 7-Day Unlimited | Get QR Code Instantly | 4G LTE High-Speed Network | No VPN Required | Hotspot Allow| No-Contract for Unlocked Phones""]}"
amazon_us,vn,"Japan Travel eSIM 30GB/30 Days | SoftBank 5G | Valid Until Aug 20, 2026",23.99,11,,,,True,59,30일,30일,,unknown,5g_capable,"{""viettel"": null, ""vinaphone"": null, ""mobifone"": null, ""vietnamobile"": null}",30GB,https://www.amazon.com/Japan-Travel-SoftBank-Valid-Until/dp/B0GP8SZM2B,B0GP8SZM2B,B0GP8SZM2B,STA Online Store,Brand: Hello Japan SIM,"{""price_usd"": [""$23.99""], ""usage_validity"": [""Japan Travel eSIM 30GB/30 Days | SoftBank 5G | Valid Until Aug 20, 2026""], ""data_amount"": [""30GB Data Plan on SoftBank’s Nationwide Network: Includes 30GB of high-speed data valid for 30 days on SoftBank, one of Japan’s leading mobile network operators, with reported popu""], ""network_type"": [""local_signal: Direct Japan-Based Network Connection: Connect through SoftBank’s local infrastructure with Japan-based IP routing, supporting smooth access to domestic websites, booking platforms"", ""insufficient_or_conflicting_signals(local=1, roaming=-2)""], ""network_generation"": [""product_info_cellular_5g: source:product_info_cellular: Cellular Technology 5G/4G LTE"", ""product_info_cellular_5g: source:product_info_cellular: Cellular Technology 5G/4G LTE""], ""review_count"": [""detail_page: 11 global ratings""], ""is_bestseller"": [""Best Sellers Rank #27,674 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #59 in Cell Phone SIM Cards""], ""bestseller_rank"": [""Best Sellers Rank #27,674 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #59 in Cell Phone SIM Cards""], ""title"": [""Japan Travel eSIM 30GB/30 Days | SoftBank 5G | Valid Until Aug 20, 2026""]}"
